row_type,username,email,role,dob,division,roll_no,course,department,subjects,experience,question_id,rating,teacher_email,comment,subject,description,status
USER,aanya_singh24,aanya_singh3@college.edu,student,2004-05-17,IT-A,IT035,B.Tech IT,,,,,,,,,,
USER,aadhya_pillai10,aadhya_pillai22@college.edu,student,2004-04-17,MECH-B,ME053,B.Tech Mechanical,,,,,,,,,,
USER,pooja_pillai97,poojapillai72@college.edu,student,2003-12-18,MECH-A,EL014,B.Tech Electronics,,,,,,,,,,
USER,ritvik_chauhan4,ritvikchauhan19@college.edu,student,2005-05-15,IT-A,IT165,B.Tech IT,,,,,,,,,,
USER,rupal_verma9,rupal_verma65@college.edu,student,2001-06-08,CS-B,CS022,B.Tech CS,,,,,,,,,,
USER,sumit_shinde19,sumitshinde18@college.edu,student,2002-01-27,MECH-B,EL147,B.Tech Electronics,,,,,,,,,,
USER,mohammed_shinde39,mohammedshinde23@college.edu,student,2005-03-08,CS-B,CS172,B.Tech CS,,,,,,,,,,
USER,mansi_shah47,mansi_shah13@college.edu,student,2000-06-18,EXTC-B,EX120,B.Tech EXTC,,,,,,,,,,
USER,aditya_banerjee91,aditya.banerjee82@college.edu,student,2005-06-01,IT-B,IT005,B.Tech IT,,,,,,,,,,
USER,aakash_dubey73,aakash_dubey55@college.edu,student,2005-03-09,MECH-B,ME191,B.Tech Mechanical,,,,,,,,,,
USER,meera_verma22,meeraverma35@college.edu,student,2000-02-17,MECH-A,ME037,B.Tech Mechanical,,,,,,,,,,
USER,shalini_arora48,shalini_arora54@college.edu,student,2002-01-01,MECH-B,ME129,B.Tech Mechanical,,,,,,,,,,
USER,hemant_das55,hemant_das40@college.edu,student,2004-06-10,CS-A,EL112,B.Tech Electronics,,,,,,,,,,
USER,kunal_pawar75,kunalpawar68@college.edu,student,2000-01-26,CS-B,CS143,B.Tech CS,,,,,,,,,,
USER,gaurav_shinde2,gauravshinde94@college.edu,student,2003-03-23,CIVIL-A,CI104,B.Tech Civil,,,,,,,,,,
USER,meera_saxena88,meera.saxena77@college.edu,student,2001-03-12,CIVIL-A,CI082,B.Tech Civil,,,,,,,,,,
USER,rishi_kumar90,rishi.kumar14@college.edu,student,2000-01-20,CIVIL-A,CI098,B.Tech Civil,,,,,,,,,,
USER,sahil_rao18,sahilrao92@college.edu,student,2004-05-13,IT-B,EL012,B.Tech Electronics,,,,,,,,,,
USER,shubham_bhat89,shubham.bhat85@college.edu,student,2004-05-15,EXTC-A,EX129,B.Tech EXTC,,,,,,,,,,
USER,kiara_iyer84,kiara_iyer8@college.edu,student,2000-01-06,IT-B,EL122,B.Tech Electronics,,,,,,,,,,
USER,myra_bajaj47,myra_bajaj72@college.edu,student,2004-01-16,IT-A,IT003,B.Tech IT,,,,,,,,,,
USER,harshita_roy31,harshitaroy33@college.edu,student,2000-04-09,EXTC-A,EX052,B.Tech EXTC,,,,,,,,,,
USER,divya_dutta60,divyadutta52@college.edu,student,2001-02-07,MECH-A,ME149,B.Tech Mechanical,,,,,,,,,,
USER,arjun_dubey57,arjun.dubey30@college.edu,student,2005-12-29,MECH-A,ME114,B.Tech Mechanical,,,,,,,,,,
USER,parul_pawar65,parul.pawar45@college.edu,student,2000-04-09,IT-B,IT095,B.Tech IT,,,,,,,,,,
USER,nisha_patil96,nisha_patil75@college.edu,student,2005-06-01,CS-B,CS032,B.Tech CS,,,,,,,,,,
USER,aakash_joshi70,aakash_joshi99@college.edu,student,2005-03-07,MECH-B,ME011,B.Tech Mechanical,,,,,,,,,,
USER,harsh_mishra60,harshmishra48@college.edu,student,2000-06-18,EXTC-B,EL058,B.Tech Electronics,,,,,,,,,,
USER,tanvi_saxena32,tanvi_saxena38@college.edu,student,2001-04-17,IT-B,EL019,B.Tech Electronics,,,,,,,,,,
USER,karan_bajaj14,karan_bajaj6@college.edu,student,2003-06-15,MECH-B,ME193,B.Tech Mechanical,,,,,,,,,,
USER,mitali_tiwari15,mitali.tiwari74@college.edu,student,2004-02-01,CS-A,CS060,B.Tech CS,,,,,,,,,,
USER,vidhi_gill97,vidhigill21@college.edu,student,2004-10-15,EXTC-A,EL083,B.Tech Electronics,,,,,,,,,,
USER,rupal_pandey1,rupal.pandey52@college.edu,student,2000-12-05,MECH-A,ME039,B.Tech Mechanical,,,,,,,,,,
USER,kabir_kumar3,kabir.kumar42@college.edu,student,2004-07-22,CIVIL-A,CI120,B.Tech Civil,,,,,,,,,,
USER,gaurav_bhat40,gaurav.bhat47@college.edu,student,2005-02-11,CS-A,CS127,B.Tech CS,,,,,,,,,,
USER,aakash_bajaj77,aakash_bajaj85@college.edu,student,2000-11-17,EXTC-A,EL110,B.Tech Electronics,,,,,,,,,,
USER,parth_shah47,parthshah83@college.edu,student,2001-01-25,IT-A,IT092,B.Tech IT,,,,,,,,,,
USER,tushar_verma98,tushar.verma80@college.edu,student,2001-04-02,IT-B,IT154,B.Tech IT,,,,,,,,,,
USER,sakshi_iyer21,sakshi.iyer87@college.edu,student,2003-12-24,EXTC-B,EL113,B.Tech Electronics,,,,,,,,,,
USER,priya_bajaj87,priya_bajaj93@college.edu,student,2001-07-23,CIVIL-A,CI034,B.Tech Civil,,,,,,,,,,
USER,abhishek_bajaj72,abhishek_bajaj86@college.edu,student,2001-01-12,CIVIL-A,CI008,B.Tech Civil,,,,,,,,,,
USER,vidhi_bajaj59,vidhi_bajaj93@college.edu,student,2000-11-26,IT-B,IT193,B.Tech IT,,,,,,,,,,
USER,nandini_tiwari43,nandini.tiwari86@college.edu,student,2001-04-11,CS-B,CS038,B.Tech CS,,,,,,,,,,
USER,kavya_banerjee48,kavyabanerjee70@college.edu,student,2001-01-25,IT-A,IT025,B.Tech IT,,,,,,,,,,
USER,aanya_chowdhury77,aanya_chowdhury17@college.edu,student,2001-07-02,EXTC-B,EX102,B.Tech EXTC,,,,,,,,,,
USER,shivani_menon56,shivanimenon61@college.edu,student,2002-11-24,EXTC-A,EX090,B.Tech EXTC,,,,,,,,,,
USER,kriti_bose55,kriti.bose52@college.edu,student,2003-09-23,CS-B,CS102,B.Tech CS,,,,,,,,,,
USER,vihaan_patel53,vihaan.patel94@college.edu,student,2004-10-30,CS-A,CS153,B.Tech CS,,,,,,,,,,
USER,amit_bose5,amit.bose79@college.edu,student,2003-08-28,MECH-B,ME068,B.Tech Mechanical,,,,,,,,,,
USER,shivani_kaur22,shivani.kaur86@college.edu,student,2000-11-27,MECH-A,ME175,B.Tech Mechanical,,,,,,,,,,
USER,ankita_das15,ankitadas51@college.edu,student,2001-07-29,MECH-B,ME034,B.Tech Mechanical,,,,,,,,,,
USER,sai_yadav72,sai_yadav73@college.edu,student,2003-12-17,CS-A,CS010,B.Tech CS,,,,,,,,,,
USER,aanya_arora37,aanya.arora87@college.edu,student,2000-04-22,IT-B,IT146,B.Tech IT,,,,,,,,,,
USER,rupal_gupta50,rupal_gupta52@college.edu,student,2003-11-30,IT-A,IT051,B.Tech IT,,,,,,,,,,
USER,mohit_jain58,mohit.jain76@college.edu,student,2005-01-04,IT-A,IT144,B.Tech IT,,,,,,,,,,
USER,harsh_das93,harsh.das37@college.edu,student,2003-03-15,MECH-B,ME025,B.Tech Mechanical,,,,,,,,,,
USER,mitali_chowdhury38,mitali.chowdhury61@college.edu,student,2001-07-20,IT-A,IT047,B.Tech IT,,,,,,,,,,
USER,parth_das63,parthdas41@college.edu,student,2001-10-25,CS-B,EL016,B.Tech Electronics,,,,,,,,,,
USER,raj_nair32,rajnair10@college.edu,student,2001-11-15,CIVIL-A,CI180,B.Tech Civil,,,,,,,,,,
USER,shubham_chowdhury92,shubham_chowdhury18@college.edu,student,2005-03-20,CS-A,EL109,B.Tech Electronics,,,,,,,,,,
USER,aishwarya_khanna87,aishwarya.khanna93@college.edu,student,2001-03-19,EXTC-A,EX075,B.Tech EXTC,,,,,,,,,,
USER,parul_patel56,parul.patel39@college.edu,student,2004-04-12,EXTC-A,EX034,B.Tech EXTC,,,,,,,,,,
USER,rishi_bhat99,rishi_bhat50@college.edu,student,2004-11-07,EXTC-B,EX003,B.Tech EXTC,,,,,,,,,,
USER,gaurav_ghosh92,gauravghosh35@college.edu,student,2001-08-07,EXTC-A,EX009,B.Tech EXTC,,,,,,,,,,
USER,shalini_roy46,shalini.roy44@college.edu,student,2002-03-20,MECH-A,ME116,B.Tech Mechanical,,,,,,,,,,
USER,vikram_nair20,vikram.nair58@college.edu,student,2000-06-22,EXTC-B,EX198,B.Tech EXTC,,,,,,,,,,
USER,mansi_chatterjee63,mansichatterjee91@college.edu,student,2005-10-26,IT-A,EL053,B.Tech Electronics,,,,,,,,,,
USER,jyoti_roy98,jyotiroy16@college.edu,student,2003-02-03,MECH-A,ME017,B.Tech Mechanical,,,,,,,,,,
USER,dhruv_chatterjee95,dhruv_chatterjee33@college.edu,student,2004-02-26,MECH-B,EL177,B.Tech Electronics,,,,,,,,,,
USER,simran_more18,simranmore88@college.edu,student,2002-12-27,MECH-B,ME081,B.Tech Mechanical,,,,,,,,,,
USER,reyansh_menon92,reyanshmenon77@college.edu,student,2004-09-10,CS-B,CS191,B.Tech CS,,,,,,,,,,
USER,varun_mishra13,varun.mishra90@college.edu,student,2005-02-11,MECH-B,ME059,B.Tech Mechanical,,,,,,,,,,
USER,riya_jain67,riya.jain39@college.edu,student,2004-05-24,MECH-B,ME105,B.Tech Mechanical,,,,,,,,,,
USER,mohammed_das42,mohammed_das34@college.edu,student,2003-05-07,CS-A,CS044,B.Tech CS,,,,,,,,,,
USER,aakash_srivastava41,aakash.srivastava3@college.edu,student,2004-08-14,EXTC-A,EL008,B.Tech Electronics,,,,,,,,,,
USER,kabir_malhotra26,kabir.malhotra81@college.edu,student,2001-09-14,IT-B,IT092,B.Tech IT,,,,,,,,,,
USER,mohammed_kapoor77,mohammedkapoor75@college.edu,student,2000-09-17,CS-B,CS016,B.Tech CS,,,,,,,,,,
USER,bhavna_rao44,bhavna.rao34@college.edu,student,2002-08-13,IT-B,EL148,B.Tech Electronics,,,,,,,,,,
USER,kavya_mukherjee53,kavya_mukherjee50@college.edu,student,2004-02-14,EXTC-B,EX069,B.Tech EXTC,,,,,,,,,,
USER,neha_kulkarni16,neha.kulkarni56@college.edu,student,2005-08-18,CIVIL-A,CI160,B.Tech Civil,,,,,,,,,,
USER,shubham_bose4,shubhambose28@college.edu,student,2003-12-11,IT-A,EL099,B.Tech Electronics,,,,,,,,,,
USER,shalini_rao68,shalini.rao96@college.edu,student,2003-06-26,CIVIL-A,CI004,B.Tech Civil,,,,,,,,,,
USER,pooja_dubey42,pooja_dubey73@college.edu,student,2004-01-25,EXTC-A,EX109,B.Tech EXTC,,,,,,,,,,
USER,nisha_pillai39,nisha.pillai64@college.edu,student,2005-07-28,MECH-B,ME151,B.Tech Mechanical,,,,,,,,,,
USER,parth_yadav75,parth.yadav5@college.edu,student,2000-07-25,IT-B,IT185,B.Tech IT,,,,,,,,,,
USER,kavya_chatterjee78,kavyachatterjee82@college.edu,student,2000-01-20,CS-A,CS061,B.Tech CS,,,,,,,,,,
USER,rishi_bose58,rishi_bose58@college.edu,student,2003-09-30,CS-A,EL097,B.Tech Electronics,,,,,,,,,,
USER,rupal_mehta11,rupal.mehta17@college.edu,student,2005-11-19,EXTC-B,EX159,B.Tech EXTC,,,,,,,,,,
USER,karan_patil86,karanpatil94@college.edu,student,2003-08-22,IT-A,IT089,B.Tech IT,,,,,,,,,,
USER,rahul_patel31,rahul_patel76@college.edu,student,2000-05-22,CIVIL-A,CI008,B.Tech Civil,,,,,,,,,,
USER,vihaan_arora50,vihaan.arora72@college.edu,student,2003-04-14,MECH-B,ME100,B.Tech Mechanical,,,,,,,,,,
USER,siddharth_jadhav56,siddharthjadhav92@college.edu,student,2002-01-08,IT-A,EL062,B.Tech Electronics,,,,,,,,,,
USER,dev_jadhav35,devjadhav72@college.edu,student,2003-12-07,EXTC-A,EX136,B.Tech EXTC,,,,,,,,,,
USER,abhishek_mishra51,abhishek.mishra23@college.edu,student,2001-10-24,CIVIL-A,EL106,B.Tech Electronics,,,,,,,,,,
USER,mansi_shah57,mansishah94@college.edu,student,2003-02-23,CS-A,CS104,B.Tech CS,,,,,,,,,,
USER,vijay_nair21,vijaynair77@college.edu,student,2000-04-19,CIVIL-A,CI147,B.Tech Civil,,,,,,,,,,
USER,vihaan_kaur97,vihaan.kaur49@college.edu,student,2000-03-10,EXTC-A,EX056,B.Tech EXTC,,,,,,,,,,
USER,diya_pillai80,diya.pillai86@college.edu,student,2004-09-24,IT-A,IT190,B.Tech IT,,,,,,,,,,
USER,rashmi_mishra78,rashmi_mishra40@college.edu,student,2003-09-04,EXTC-A,EX004,B.Tech EXTC,,,,,,,,,,
USER,mansi_patil40,mansi_patil11@college.edu,student,2000-08-08,IT-A,IT199,B.Tech IT,,,,,,,,,,
USER,preeti_rao39,preeti.rao8@college.edu,student,2004-06-11,MECH-B,ME085,B.Tech Mechanical,,,,,,,,,,
USER,aakash_menon74,aakash.menon44@college.edu,student,2005-01-21,IT-B,EL046,B.Tech Electronics,,,,,,,,,,
USER,parth_mehta24,parth_mehta5@college.edu,student,2001-04-27,EXTC-B,EX081,B.Tech EXTC,,,,,,,,,,
USER,kunal_khanna5,kunal.khanna49@college.edu,student,2003-10-12,CIVIL-A,CI048,B.Tech Civil,,,,,,,,,,
USER,piyush_chauhan9,piyushchauhan51@college.edu,student,2003-06-30,MECH-B,ME055,B.Tech Mechanical,,,,,,,,,,
USER,yash_reddy18,yashreddy57@college.edu,student,2002-03-05,CS-B,CS071,B.Tech CS,,,,,,,,,,
USER,aarav_kapoor11,aarav_kapoor42@college.edu,student,2005-01-15,CS-B,EL136,B.Tech Electronics,,,,,,,,,,
USER,pranav_rao72,pranav_rao56@college.edu,student,2004-03-06,IT-B,IT195,B.Tech IT,,,,,,,,,,
USER,manav_sen62,manav.sen48@college.edu,student,2004-01-03,MECH-A,ME057,B.Tech Mechanical,,,,,,,,,,
USER,garima_yadav14,garima_yadav10@college.edu,student,2001-07-21,CS-B,EL088,B.Tech Electronics,,,,,,,,,,
USER,aanya_pillai87,aanya.pillai38@college.edu,student,2000-02-11,MECH-B,ME158,B.Tech Mechanical,,,,,,,,,,
USER,garima_chauhan20,garima.chauhan33@college.edu,student,2003-10-11,CS-A,EL068,B.Tech Electronics,,,,,,,,,,
USER,shalini_sharma85,shalinisharma54@college.edu,student,2001-11-21,IT-B,EL157,B.Tech Electronics,,,,,,,,,,
USER,tanmay_deshmukh64,tanmay_deshmukh45@college.edu,student,2002-08-16,IT-A,IT093,B.Tech IT,,,,,,,,,,
USER,kavya_dutta97,kavyadutta27@college.edu,student,2002-05-15,MECH-B,ME077,B.Tech Mechanical,,,,,,,,,,
USER,aishwarya_dubey78,aishwarya.dubey18@college.edu,student,2005-05-30,IT-B,EL178,B.Tech Electronics,,,,,,,,,,
USER,ananya_arora92,ananya.arora28@college.edu,student,2005-11-04,IT-B,IT066,B.Tech IT,,,,,,,,,,
USER,aditya_reddy43,aditya.reddy31@college.edu,student,2001-10-17,IT-B,IT153,B.Tech IT,,,,,,,,,,
USER,madhuri_bose28,madhuri.bose98@college.edu,student,2001-12-24,CIVIL-A,CI143,B.Tech Civil,,,,,,,,,,
USER,kavya_chauhan70,kavya.chauhan72@college.edu,student,2000-03-11,MECH-B,EL149,B.Tech Electronics,,,,,,,,,,
USER,shalini_kumar39,shalini_kumar28@college.edu,student,2001-12-02,EXTC-A,EX167,B.Tech EXTC,,,,,,,,,,
USER,ishaan_yadav80,ishaan.yadav98@college.edu,student,2000-09-23,CS-A,CS124,B.Tech CS,,,,,,,,,,
USER,sneha_chowdhury69,snehachowdhury99@college.edu,student,2001-06-27,CIVIL-A,CI063,B.Tech Civil,,,,,,,,,,
USER,abhishek_patel61,abhishekpatel95@college.edu,student,2000-12-27,CIVIL-A,CI022,B.Tech Civil,,,,,,,,,,
USER,pallavi_sharma29,pallavi.sharma67@college.edu,student,2003-03-09,EXTC-A,EL159,B.Tech Electronics,,,,,,,,,,
USER,divya_more28,divya.more32@college.edu,student,2001-01-22,EXTC-A,EX036,B.Tech EXTC,,,,,,,,,,
USER,richa_kulkarni82,richa_kulkarni18@college.edu,student,2000-12-09,MECH-B,ME008,B.Tech Mechanical,,,,,,,,,,
USER,harsh_malhotra53,harsh.malhotra15@college.edu,student,2002-03-24,IT-A,IT042,B.Tech IT,,,,,,,,,,
USER,prof_ritvik_jadhav,ritvikjadhav71_t@college.edu,teacher,,,,,EXTC,"Signal Processing,Microwave Engineering,Antenna Design",6,,,,,,,
USER,prof_siddharth_pandey,siddharth_pandey30_t@college.edu,teacher,,,,,Physics,"Electromagnetism,Engineering Physics,Optics",25,,,,,,,
USER,prof_parth_mehta,parth.mehta71_t@college.edu,teacher,,,,,Computer Science,"Data Structures,DBMS,Algorithms",2,,,,,,,
USER,prof_rupal_kumar,rupalkumar4_t@college.edu,teacher,,,,,Electronics,"Analog Circuits,Embedded Systems",15,,,,,,,
USER,prof_richa_shah,richashah48_t@college.edu,teacher,,,,,Electronics,"Embedded Systems,Analog Circuits,Signal Processing,VLSI Design",3,,,,,,,
USER,prof_sonali_saxena,sonali_saxena57_t@college.edu,teacher,,,,,Electronics,"Control Systems,Signal Processing",6,,,,,,,
USER,prof_isha_shah,isha.shah98_t@college.edu,teacher,,,,,Electronics,"Digital Electronics,Embedded Systems",13,,,,,,,
USER,prof_divya_mukherjee,divya_mukherjee23_t@college.edu,teacher,,,,,Mechanical Engineering,"Machine Design,Heat Transfer,Manufacturing",17,,,,,,,
USER,prof_prateek_banerjee,prateekbanerjee1_t@college.edu,teacher,,,,,Mechanical Engineering,"Machine Design,Heat Transfer",11,,,,,,,
USER,prof_vihaan_thakur,vihaan.thakur2_t@college.edu,teacher,,,,,Civil Engineering,"Geotechnical Engineering,Transportation Engineering,Structural Analysis,Surveying",30,,,,,,,
USER,prof_piyush_roy,piyush_roy98_t@college.edu,teacher,,,,,Physics,"Quantum Mechanics,Electromagnetism",18,,,,,,,
USER,prof_tanvi_pandey,tanvi.pandey49_t@college.edu,teacher,,,,,Information Technology,"Programming,Web Development,Data Analytics",17,,,,,,,
USER,prof_priya_pawar,priya.pawar27_t@college.edu,teacher,,,,,EXTC,"Digital Electronics,Communication Systems",4,,,,,,,
USER,prof_sahil_chatterjee,sahil_chatterjee49_t@college.edu,teacher,,,,,Mechanical Engineering,"Machine Design,Fluid Mechanics,Thermodynamics",22,,,,,,,
USER,prof_sakshi_mishra,sakshi_mishra23_t@college.edu,teacher,,,,,Civil Engineering,"Structural Analysis,Geotechnical Engineering,Concrete Technology,Transportation Engineering",7,,,,,,,
USER,prof_shivani_das,shivanidas49_t@college.edu,teacher,,,,,Mathematics,"Linear Algebra,Numerical Methods",11,,,,,,,
USER,prof_nisha_roy,nisha.roy42_t@college.edu,teacher,,,,,Mathematics,"Calculus,Numerical Methods,Probability & Statistics",21,,,,,,,
USER,prof_riya_ghosh,riyaghosh90_t@college.edu,teacher,,,,,Physics,"Engineering Physics,Quantum Mechanics,Optics",11,,,,,,,
USER,prof_rashmi_deshmukh,rashmi.deshmukh5_t@college.edu,teacher,,,,,Electronics,"VLSI Design,Control Systems,Embedded Systems,Signal Processing",6,,,,,,,
USER,prof_tanmay_bhat,tanmaybhat96_t@college.edu,teacher,,,,,Information Technology,"Cyber Security,Cloud Computing,Web Development",6,,,,,,,
USER,prof_pranav_more,pranav.more83_t@college.edu,teacher,,,,,Civil Engineering,"Geotechnical Engineering,Surveying,Transportation Engineering",13,,,,,,,
USER,prof_aanya_dutta,aanyadutta41_t@college.edu,teacher,,,,,Civil Engineering,"Surveying,Transportation Engineering,Concrete Technology",6,,,,,,,
USER,prof_sanya_khanna,sanyakhanna42_t@college.edu,teacher,,,,,Computer Science,"Operating Systems,Software Engineering,Web Development",3,,,,,,,
USER,prof_harsh_dutta,harsh.dutta10_t@college.edu,teacher,,,,,Physics,"Engineering Physics,Electromagnetism,Optics",19,,,,,,,
USER,prof_aditya_more,aditya.more30_t@college.edu,teacher,,,,,Physics,"Engineering Physics,Quantum Mechanics",3,,,,,,,
USER,prof_dev_kaur,devkaur84_t@college.edu,teacher,,,,,Computer Science,"Programming,Operating Systems,Web Development,Data Structures",6,,,,,,,
USER,prof_shivani_ghosh,shivani.ghosh92_t@college.edu,teacher,,,,,Mechanical Engineering,"CAD/CAM,Thermodynamics",18,,,,,,,
USER,prof_piyush_mukherjee,piyush.mukherjee46_t@college.edu,teacher,,,,,Electronics,"Control Systems,Digital Electronics,Signal Processing",11,,,,,,,
USER,prof_sanya_gupta,sanyagupta57_t@college.edu,teacher,,,,,Computer Science,"Machine Learning,Operating Systems,Algorithms,Computer Networks",29,,,,,,,
USER,prof_sanya_mishra,sanya.mishra54_t@college.edu,teacher,,,,,Information Technology,"Programming,DBMS,Cloud Computing,Cyber Security",14,,,,,,,
USER,prof_aishwarya_pillai,aishwaryapillai9_t@college.edu,teacher,,,,,EXTC,"IoT,Antenna Design,Communication Systems",16,,,,,,,
USER,prof_vihaan_pawar,vihaan_pawar68_t@college.edu,teacher,,,,,Civil Engineering,"Transportation Engineering,Geotechnical Engineering,Concrete Technology,Surveying",29,,,,,,,
USER,prof_neeraj_ghosh,neeraj.ghosh29_t@college.edu,teacher,,,,,Mechanical Engineering,"Machine Design,Manufacturing",4,,,,,,,
USER,prof_karan_gill,karangill89_t@college.edu,teacher,,,,,Computer Science,"Computer Networks,Web Development",30,,,,,,,
USER,prof_harsh_malhotra,harshmalhotra12_t@college.edu,teacher,,,,,Electronics,"Embedded Systems,Signal Processing,Digital Electronics,VLSI Design",15,,,,,,,
USER,prof_aanya_malhotra,aanya_malhotra56_t@college.edu,teacher,,,,,Electronics,"VLSI Design,Digital Electronics,Analog Circuits",12,,,,,,,
USER,prof_gaurav_patel,gaurav_patel37_t@college.edu,teacher,,,,,Physics,"Electromagnetism,Optics,Quantum Mechanics,Engineering Physics",2,,,,,,,
USER,prof_mohammed_gill,mohammedgill36_t@college.edu,teacher,,,,,Civil Engineering,"Surveying,Geotechnical Engineering,Structural Analysis,Concrete Technology",23,,,,,,,
USER,prof_nisha_pandey,nishapandey33_t@college.edu,teacher,,,,,Computer Science,"Programming,Software Engineering,Data Structures,Algorithms",27,,,,,,,
USER,prof_vivaan_mishra,vivaan.mishra53_t@college.edu,teacher,,,,,Physics,"Electromagnetism,Quantum Mechanics,Engineering Physics",24,,,,,,,
USER,admin_tanmay5,admin1@college.edu,admin,,,,,,,,,,,,,,
USER,admin_deepak8,admin2@college.edu,admin,,,,,,,,,,,,,,
USER,admin_simran6,admin3@college.edu,admin,,,,,,,,,,,,,,
USER,admin_nikhil5,admin4@college.edu,admin,,,,,,,,,,,,,,
USER,admin_richa7,admin5@college.edu,admin,,,,,,,,,,,,,,
USER,admin_vidhi4,admin6@college.edu,admin,,,,,,,,,,,,,,
USER,admin_aadhya9,admin7@college.edu,admin,,,,,,,,,,,,,,
USER,admin_ananya1,admin8@college.edu,admin,,,,,,,,,,,,,,
USER,admin_aarav5,admin9@college.edu,admin,,,,,,,,,,,,,,
USER,admin_harshita3,admin10@college.edu,admin,,,,,,,,,,,,,,
QUESTION,,,,,,,,,,,1,,,,Teaching effectiveness,How effective is the teacher in delivering lectures and ensuring student understanding?,active
QUESTION,,,,,,,,,,,2,,,,Clarity of explanation,How clearly does the teacher explain concepts and topics?,active
QUESTION,,,,,,,,,,,3,,,,Availability for doubts,How available is the teacher for resolving student doubts outside of class?,active
QUESTION,,,,,,,,,,,4,,,,Course organization,"How well-organized is the course structure, including syllabus and schedule?",active
QUESTION,,,,,,,,,,,5,,,,Interaction with students,How well does the teacher interact with and engage students during class?,active
QUESTION,,,,,,,,,,,6,,,,Punctuality,How punctual is the teacher in attending and conducting classes?,active
QUESTION,,,,,,,,,,,7,,,,Use of teaching aids,"How effectively does the teacher use visual aids, slides, and digital tools?",active
QUESTION,,,,,,,,,,,8,,,,Fairness in grading,How fair and transparent is the teacher in evaluating and grading assignments?,active
QUESTION,,,,,,,,,,,9,,,,Encouraging participation,How well does the teacher encourage active participation and discussion?,active
QUESTION,,,,,,,,,,,10,,,,Knowledge of subject,How well-versed is the teacher in the subject matter?,active
QUESTION,,,,,,,,,,,11,,,,Assignment relevance,How relevant and helpful are the assignments given by the teacher?,active
QUESTION,,,,,,,,,,,12,,,,Feedback quality,How constructive and timely is the feedback provided by the teacher?,active
QUESTION,,,,,,,,,,,13,,,,Practical application,How well does the teacher relate theory to practical real-world applications?,active
QUESTION,,,,,,,,,,,14,,,,Communication skills,How effective are the teacher's overall communication skills?,active
QUESTION,,,,,,,,,,,15,,,,Lab guidance,How well does the teacher guide students during practical/lab sessions?,active
QUESTION,,,,,,,,,,,16,,,,Motivating students,How well does the teacher motivate students to learn and achieve their best?,active
QUESTION,,,,,,,,,,,17,,,,Respect for students,How respectful and supportive is the teacher towards students?,active
